Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
1030,14,27.1,72.0,3.0,1126.0,21.6,0.91,0.0,0.0
1209,15,26.4,76.0,3.7,1370.0,21.8,1.01,0.0,0.0
766,16,25.2,81.0,3.6,961.0,21.6,0.5,0.0,0.0
65,17,22.2,92.0,1.2,254.0,20.8,0.11,4.9,0.0
596,18,20.6,97.0,0.7,222.0,20.1,0.14,21.5,0.0
944,19,20.9,97.0,1.0,1747.0,20.3,0.19,0.0,0.0
1039,20,21.0,96.0,0.1,1431.0,20.3,0.02,0.0,0.0
1223,21,21.3,94.0,0.3,1314.0,20.2,0.0,0.0,0.0
1239,22,21.6,94.0,1.1,766.0,20.5,0.0,0.0,0.0
931,23,21.7,96.0,0.3,293.0,21.0,0.0,0.0,0.0
1075,0,23.5,65.0,1.9,2000.0,16.5,0.0,0.0,0.0
839,1,23.1,66.0,1.6,2000.0,16.3,0.0,0.0,0.0
558,2,22.8,65.0,1.8,2000.0,15.8,0.0,0.0,0.0
403,3,22.6,66.0,1.5,2000.0,15.9,0.0,0.0,0.0
273,4,22.6,66.0,0.9,2000.0,15.9,0.0,0.0,0.0
311,5,22.5,66.0,1.5,2000.0,15.8,0.0,0.0,0.0
723,6,22.4,65.0,1.6,2000.0,15.4,0.01,0.0,0.0
1449,7,22.6,63.0,1.3,2000.0,15.1,0.21,0.0,0.0
2273,8,23.2,60.0,1.7,2000.0,14.9,0.58,0.0,0.0
1318,9,23.3,61.0,1.7,2000.0,15.3,0.8,0.0,0.0
998,10,23.7,59.0,1.7,2000.0,15.2,0.89,0.0,0.0
1024,11,23.9,59.0,2.1,2000.0,15.3,1.08,0.0,0.0
1216,12,25.7,57.0,1.9,2000.0,16.5,2.32,0.0,0.0
1210,13,26.2,53.0,2.1,2000.0,15.8,2.23,0.0,0.0
1209,14,27.0,52.0,2.1,2000.0,16.2,2.51,0.0,0.0
1346,15,26.9,51.0,2.0,2000.0,15.9,1.95,0.0,0.0
1635,16,26.6,54.0,2.3,2000.0,16.5,1.24,0.0,0.0
2282,17,26.6,52.0,2.2,2000.0,15.9,1.02,0.0,0.0
3196,18,25.9,52.0,2.1,2000.0,15.2,0.57,0.0,0.0
2557,19,25.0,52.0,2.2,2000.0,14.4,0.37,0.0,0.0
2223,20,23.8,55.0,2.3,2000.0,14.2,0.05,0.0,0.0
2183,21,23.1,54.0,2.1,2000.0,13.2,0.0,0.0,0.0
1917,22,22.5,54.0,2.1,2000.0,12.7,0.0,0.0,0.0
1458,23,22.0,55.0,1.7,2000.0,12.5,0.0,0.0,0.0
1068,0,25.9,76.0,1.3,984.0,21.3,0.0,0.0,0.0
824,1,25.4,79.0,0.8,924.0,21.4,0.0,0.0,0.0
591,2,24.8,80.0,1.5,888.0,21.1,0.0,0.0,0.0
393,3,24.4,85.0,0.6,678.0,21.7,0.0,0.0,0.0
231,4,24.0,87.0,0.9,582.0,21.6,0.0,0.0,0.0
329,5,23.6,88.0,0.2,604.0,21.4,0.0,0.0,0.0
672,6,23.3,83.0,0.2,875.0,20.2,0.02,0.0,0.0
1315,7,23.6,75.0,0.9,856.0,18.9,0.36,0.0,0.0
1993,8,25.5,65.0,0.9,833.0,18.4,1.1,0.0,0.0
985,9,27.6,62.0,1.5,1043.0,19.6,1.76,0.0,0.0
695,10,29.4,56.0,2.2,1153.0,19.7,2.38,0.0,0.0
687,11,30.7,48.0,1.6,1705.0,18.4,2.92,0.0,0.0
828,12,31.7,42.0,2.6,1868.0,17.2,3.23,0.0,0.0
798,13,32.6,47.0,2.7,1641.0,19.8,3.36,0.0,0.0
722,14,33.1,47.0,2.5,1785.0,20.2,3.26,0.0,0.0
827,15,33.7,41.0,2.5,1924.0,18.6,3.04,0.0,0.0
1017,16,33.7,43.0,2.7,1890.0,19.3,2.55,0.0,0.0
1536,17,34.0,44.0,2.3,1891.0,20.0,1.95,0.0,0.0
2640,18,33.0,51.0,2.4,1566.0,21.5,1.23,0.0,0.0
2245,19,31.6,58.0,2.3,1556.0,22.3,0.56,0.0,0.0
2114,20,29.8,62.0,2.9,1931.0,21.7,0.08,0.0,0.0
2122,21,28.8,69.0,2.4,1619.0,22.5,0.0,0.0,0.0
1870,22,28.0,76.0,1.5,1542.0,23.3,0.0,0.0,0.0
1318,23,27.2,78.0,1.9,1601.0,23.0,0.0,0.0,0.0
939,0,27.7,78.0,1.2,1341.0,23.5,0.0,0.0,0.0
718,1,27.6,79.0,1.0,1261.0,23.6,0.0,0.0,0.0
498,2,27.6,78.0,0.1,1289.0,23.4,0.0,0.0,0.0
355,3,27.7,76.0,0.2,1376.0,23.0,0.0,0.0,0.0
252,4,27.7,75.0,1.0,1360.0,22.8,0.0,0.0,0.0
306,5,27.4,78.0,0.8,1301.0,23.2,0.0,0.0,0.0
602,6,27.4,77.0,0.7,1113.0,23.0,0.0,0.0,0.0
1175,7,27.7,75.0,1.2,1103.0,22.8,0.1,0.0,0.0
1823,8,28.3,72.0,0.8,1165.0,22.7,0.34,0.0,0.0
966,9,29.1,69.0,1.0,853.0,22.8,0.67,0.0,0.0
644,10,29.5,68.0,1.8,946.0,22.9,0.54,0.0,0.0
614,11,30.2,67.0,1.5,1003.0,23.3,0.87,0.0,0.0
600,12,32.0,57.0,1.6,1075.0,22.4,1.94,0.0,0.0
628,13,32.4,54.0,0.7,896.0,21.8,1.41,0.0,0.0
706,14,33.0,56.0,2.5,879.0,23.0,1.33,0.0,0.0
774,15,33.1,58.0,1.9,882.0,23.7,0.87,0.0,0.0
920,16,33.5,57.0,2.8,989.0,23.8,1.55,0.0,0.0
1394,17,33.1,59.0,2.9,1038.0,24.0,1.14,0.0,0.0
2367,18,33.2,59.0,1.8,1069.0,24.0,0.99,0.0,0.0
1994,19,32.3,63.0,2.1,1037.0,24.3,0.41,0.0,0.0
1790,20,31.0,68.0,1.4,1162.0,24.3,0.05,0.0,0.0
1868,21,30.0,74.0,2.7,1056.0,24.8,0.0,0.0,0.0
1709,22,29.4,78.0,1.6,1011.0,25.1,0.0,0.0,0.0
1273,23,29.0,79.0,1.2,971.0,24.9,0.0,0.0,0.0
850,0,31.9,67.0,1.5,1550.0,25.0,0.0,0.0,0.0
647,1,31.5,69.0,1.5,1512.0,25.1,0.0,0.0,0.0
459,2,31.5,68.0,0.0,1504.0,24.8,0.0,0.0,0.0
295,3,31.1,70.0,0.4,1449.0,24.9,0.0,0.0,0.0
215,4,31.1,54.0,1.9,2000.0,20.6,0.0,0.0,0.0
265,5,30.7,57.0,0.9,2000.0,21.1,0.0,0.0,0.0
578,6,30.4,54.0,1.3,2000.0,20.0,0.01,0.0,0.0
1006,7,30.5,53.0,1.1,2000.0,19.8,0.22,0.0,0.0
1579,8,31.6,50.0,1.1,1943.0,19.9,0.76,0.0,0.0
813,9,32.9,49.0,1.8,1843.0,20.7,1.53,0.0,0.0
549,10,34.4,46.0,2.0,1880.0,21.1,1.94,0.0,0.0
547,11,35.3,45.0,1.7,1829.0,21.5,2.27,0.0,0.0
562,12,36.6,41.0,2.0,1866.0,21.2,2.58,0.0,0.0
550,13,36.7,44.0,1.4,1765.0,22.4,1.9,0.0,0.0
535,14,37.3,40.0,1.8,1666.0,21.4,1.52,0.0,0.0
605,15,36.6,44.0,1.5,1771.0,22.3,1.13,0.0,0.0
676,16,37.9,39.0,1.6,1757.0,21.5,1.76,0.0,0.0
1066,17,37.4,44.0,2.3,1829.0,23.0,1.49,0.0,0.0
1881,18,36.7,47.0,2.5,1803.0,23.5,0.99,0.0,0.0
1605,19,35.2,52.0,2.3,1754.0,23.8,0.44,0.0,0.0
1480,20,33.9,58.0,2.4,1519.0,24.4,0.04,0.0,0.0
1535,21,33.3,63.0,1.2,1304.0,25.2,0.0,0.0,0.0
1375,22,32.9,64.0,1.0,1088.0,25.1,0.0,0.0,0.0
1020,23,32.4,64.0,1.7,1153.0,24.7,0.0,0.0,0.0
763,0,32.1,67.0,1.1,1077.0,25.1,0.0,0.0,0.0
675,1,31.7,68.0,0.3,1103.0,25.0,0.0,0.0,0.0
443,2,31.5,68.0,0.3,1001.0,24.8,0.0,0.0,0.0
327,3,31.2,68.0,1.4,968.0,24.5,0.0,0.0,0.0
236,4,31.0,73.0,0.5,990.0,25.5,0.0,0.0,0.0
266,5,30.5,72.0,0.5,1084.0,24.8,0.0,0.0,0.0
544,6,30.5,62.0,1.3,1583.0,22.3,0.01,0.0,0.0
937,7,30.8,58.0,1.6,1777.0,21.5,0.22,0.0,0.0
1471,8,31.8,55.0,1.3,1537.0,21.6,0.78,0.0,0.0
784,9,33.0,50.0,1.7,1722.0,21.1,1.49,0.0,0.0
530,10,34.3,48.0,2.5,1822.0,21.7,2.12,0.0,0.0
575,11,35.7,42.0,1.6,1727.0,20.7,2.56,0.0,0.0
585,12,36.8,41.0,2.1,1759.0,21.3,2.53,0.0,0.0
585,13,36.8,44.0,1.8,1625.0,22.5,1.79,0.0,0.0
575,14,37.4,40.0,2.8,1519.0,21.5,2.03,0.0,0.0
600,15,37.4,44.0,3.2,1499.0,23.0,2.71,0.0,0.0
763,16,36.7,44.0,3.5,1666.0,22.4,2.16,0.0,0.0
1105,17,35.8,49.0,3.9,1633.0,23.4,1.52,0.0,0.0
1920,18,34.4,53.0,3.3,1650.0,23.4,0.8,0.0,0.0
1558,19,33.5,54.0,2.7,1871.0,22.9,0.35,0.0,0.0
1517,20,32.2,58.0,1.9,1673.0,22.8,0.02,0.0,0.0
1511,21,31.2,63.0,1.7,1537.0,23.3,0.0,0.0,0.0
1421,22,30.6,64.0,1.2,1705.0,23.0,0.0,0.0,0.0
1103,23,30.2,62.0,0.8,1708.0,22.1,0.0,0.0,0.0
1022,0,29.8,63.0,2.0,2000.0,21.9,0.0,0.0,0.0
881,1,29.0,67.0,1.1,2000.0,22.2,0.0,0.0,0.0
691,2,28.5,68.0,1.1,1839.0,22.0,0.0,0.0,0.0
441,3,27.9,69.0,0.8,2000.0,21.6,0.0,0.0,0.0
266,4,27.4,69.0,1.0,2000.0,21.2,0.0,0.0,0.0
263,5,26.9,69.0,0.7,2000.0,20.7,0.0,0.0,0.0
355,6,26.5,69.0,0.8,2000.0,20.3,0.0,0.0,0.0
425,7,26.7,67.0,0.8,2000.0,20.0,0.13,0.0,0.0
647,8,28.0,60.0,1.0,2000.0,19.5,0.91,0.0,0.0
672,9,29.7,58.0,1.3,1955.0,20.5,1.68,0.0,0.0
643,10,31.3,53.0,1.8,2000.0,20.5,2.34,0.0,0.0
766,11,31.5,54.0,2.5,1918.0,21.0,1.78,0.0,0.0
759,12,33.2,50.0,2.3,2000.0,21.3,2.84,0.0,0.0
830,13,34.1,45.0,1.5,1993.0,20.4,2.57,0.0,0.0
733,14,34.5,43.0,2.6,2000.0,20.0,2.37,0.0,0.0
694,15,35.0,41.0,1.5,2000.0,19.7,2.4,0.0,0.0
826,16,35.6,39.0,2.7,2000.0,19.5,1.81,0.0,0.0
1006,17,35.8,36.0,2.2,2000.0,18.3,1.58,0.0,0.0
1274,18,34.4,40.0,1.8,2000.0,18.8,0.65,0.0,0.0
1482,19,33.8,44.0,2.2,2000.0,19.8,0.3,0.0,0.0
1469,20,32.8,47.0,1.9,2000.0,19.9,0.01,0.0,0.0
1437,21,31.6,63.0,1.2,1980.0,23.6,0.0,0.0,0.0
1351,22,31.3,53.0,2.3,2000.0,20.5,0.0,0.0,0.0
1076,23,30.7,55.0,1.5,2000.0,20.6,0.0,0.0,0.0
808,0,28.4,68.0,0.9,2000.0,21.9,0.0,0.0,0.0
535,1,28.2,70.0,1.0,2000.0,22.2,0.0,0.0,0.0
381,2,28.1,68.0,0.8,2000.0,21.6,0.0,0.0,0.0
252,3,27.9,68.0,0.6,2000.0,21.4,0.0,0.0,0.0
173,4,27.8,69.0,0.9,2000.0,21.5,0.0,0.0,0.0
263,5,28.0,66.0,0.5,2000.0,21.0,0.0,0.0,0.0
631,6,27.5,72.0,1.1,2000.0,21.9,0.0,0.0,0.0
1105,7,27.6,71.0,1.2,2000.0,21.8,0.14,0.0,0.0
1660,8,28.2,68.0,1.3,2000.0,21.7,0.41,0.0,0.0
876,9,30.6,55.0,1.1,2000.0,20.5,1.46,0.0,0.0
612,10,31.9,51.0,2.2,1939.0,20.4,2.04,0.0,0.0
672,11,33.5,48.0,2.4,1968.0,20.9,2.71,0.0,0.0
668,12,34.5,44.0,2.2,2000.0,20.4,3.19,0.0,0.0
652,13,35.1,39.0,2.0,2000.0,19.0,3.45,0.0,0.0
638,14,35.3,40.0,2.0,2000.0,19.6,3.17,0.0,0.0
720,15,35.0,38.0,2.0,2000.0,18.5,2.8,0.0,0.0
902,16,34.5,37.0,1.9,2000.0,17.6,2.36,0.0,0.0
1384,17,33.8,37.0,2.2,2000.0,17.0,1.74,0.0,0.0
2481,18,32.4,40.0,2.1,2000.0,17.0,1.04,0.0,0.0
2286,19,29.8,45.0,2.5,2000.0,16.5,0.36,0.0,0.0
2114,20,27.9,47.0,1.9,2000.0,15.5,0.01,0.0,0.0
2127,21,26.8,46.0,2.0,2000.0,14.2,0.0,0.0,0.0
1943,22,25.9,45.0,2.1,2000.0,13.0,0.0,0.0,0.0
1446,23,25.0,44.0,2.2,2000.0,11.8,0.0,0.0,0.0
908,0,30.7,52.0,1.3,2000.0,19.7,0.0,0.0,0.0
745,1,30.1,54.0,0.8,2000.0,19.7,0.0,0.0,0.0
492,2,29.8,53.0,1.4,2000.0,19.1,0.0,0.0,0.0
304,3,29.7,52.0,1.4,2000.0,18.7,0.0,0.0,0.0
168,4,29.3,54.0,1.0,2000.0,19.0,0.0,0.0,0.0
185,5,28.5,57.0,0.9,2000.0,19.1,0.0,0.1,0.0
492,6,28.3,55.0,1.5,2000.0,18.3,0.0,0.0,0.0
720,7,28.3,55.0,1.1,2000.0,18.3,0.03,0.0,0.0
1678,8,28.1,58.0,1.3,2000.0,19.0,0.14,0.0,0.0
924,9,29.3,54.0,1.5,2000.0,19.0,0.82,0.0,0.0
551,10,30.2,52.0,1.8,2000.0,19.2,0.93,0.0,0.0
711,11,29.9,57.0,1.7,1992.0,20.4,0.88,0.1,0.0
769,12,31.9,49.0,1.9,2000.0,19.8,1.85,0.0,0.0
584,13,31.0,53.0,1.9,2000.0,20.2,0.79,0.0,0.0
740,14,30.5,59.0,2.0,2000.0,21.5,0.84,0.1,0.0
837,15,32.0,53.0,2.1,1992.0,21.2,1.57,0.0,0.0
944,16,31.7,56.0,1.9,2000.0,21.8,0.92,0.0,0.0
1249,17,30.8,59.0,2.2,2000.0,21.8,0.41,0.0,0.0
1447,18,30.6,55.0,2.3,2000.0,20.5,0.11,0.0,0.0
582,19,30.0,59.0,2.2,1970.0,21.1,0.01,0.0,0.0
257,20,29.2,62.0,2.1,1952.0,21.1,0.0,0.1,0.0
189,21,27.8,72.0,2.0,2000.0,22.2,0.0,0.1,0.0
215,22,26.6,84.0,1.7,1815.0,23.6,0.0,1.5,0.0
267,23,26.1,84.0,1.9,1801.0,23.1,0.0,0.5,0.0
214,0,24.7,94.0,2.8,1270.0,23.6,0.0,0.0,0.0
99,1,24.9,92.0,2.2,1125.0,23.5,0.0,0.5,0.0
80,2,24.7,96.0,1.0,337.0,24.0,0.0,6.5,0.0
81,3,24.1,97.0,2.5,1989.0,23.5,0.0,1.5,0.0
42,4,23.9,96.0,0.4,1797.0,23.2,0.0,0.0,0.0
73,5,24.0,97.0,0.9,1347.0,23.4,0.0,0.5,0.0
285,6,24.2,96.0,1.6,1206.0,23.5,0.0,0.0,0.0
771,7,24.3,96.0,1.4,1025.0,23.6,0.04,0.0,0.0
1330,8,24.6,96.0,1.0,883.0,23.9,0.19,0.0,0.0
846,9,25.0,92.0,1.1,782.0,23.6,0.39,0.0,0.0
589,10,26.1,81.0,1.5,860.0,22.5,1.05,0.0,0.0
716,11,26.2,82.0,2.6,834.0,22.8,0.59,0.0,0.0
768,12,27.0,74.0,2.5,915.0,21.9,0.94,0.0,0.0
865,13,28.2,66.0,2.2,1006.0,21.2,1.81,0.0,0.0
837,14,27.5,66.0,2.8,989.0,20.5,0.76,0.0,0.0
982,15,27.2,69.0,3.5,963.0,21.0,0.95,0.0,0.0
1142,16,27.6,68.0,2.1,1038.0,21.1,1.46,0.0,0.0
1473,17,26.8,73.0,2.6,916.0,21.5,0.37,0.0,0.0
1887,18,26.1,72.0,2.4,1066.0,20.6,0.19,0.0,0.0
1707,19,25.1,74.0,2.1,1105.0,20.1,0.0,0.5,0.0
1685,20,24.9,70.0,1.2,1377.0,19.0,0.0,0.0,0.0
1732,21,24.8,72.0,1.4,1298.0,19.4,0.0,0.0,0.0
1582,22,24.6,71.0,1.5,1319.0,18.9,0.0,0.0,0.0
1173,23,24.3,71.0,0.8,1549.0,18.6,0.0,0.0,0.0
1107,0,19.2,53.0,3.7,2000.0,9.3,0.0,0.0,0.0
1001,1,18.9,55.0,2.3,2000.0,9.6,0.0,0.0,0.0
692,2,18.5,57.0,2.3,2000.0,9.8,0.0,0.0,0.0
504,3,17.8,60.0,0.2,2000.0,9.9,0.0,0.0,0.0
285,4,17.2,66.0,0.6,2000.0,10.7,0.0,0.0,0.0
227,5,16.7,70.0,0.8,2000.0,11.1,0.0,0.0,0.0
322,6,16.2,70.0,0.3,2000.0,10.7,0.0,0.0,0.0
511,7,16.0,70.0,1.1,2000.0,10.5,0.11,0.0,0.0
827,8,17.1,57.0,1.0,1979.0,8.5,0.76,0.0,0.0
956,9,19.9,51.0,0.6,1906.0,9.4,1.46,0.0,0.0
1096,10,22.2,43.0,0.9,1891.0,9.0,2.09,0.0,0.0
1179,11,24.2,41.0,1.5,1818.0,10.1,2.62,0.0,0.0
1273,12,25.2,36.0,2.4,1995.0,9.0,2.93,0.0,0.0
1505,13,26.1,32.0,3.0,1985.0,8.1,3.06,0.0,0.0
1554,14,26.8,31.0,2.8,2000.0,8.2,2.96,0.0,0.0
1792,15,26.9,33.0,2.9,1997.0,9.2,2.65,0.0,0.0
1943,16,27.7,32.0,1.4,2000.0,9.4,2.05,0.0,0.0
2167,17,27.2,35.0,1.7,2000.0,10.3,1.32,0.0,0.0
2255,18,25.7,38.0,1.5,2000.0,10.3,0.64,0.0,0.0
1978,19,24.0,41.0,1.9,2000.0,9.9,0.1,0.0,0.0
1944,20,22.8,45.0,2.0,2000.0,10.2,0.0,0.0,0.0
1878,21,22.1,49.0,1.7,2000.0,10.8,0.0,0.0,0.0
1675,22,21.5,51.0,2.0,2000.0,10.9,0.0,0.0,0.0
1142,23,20.7,52.0,1.4,2000.0,10.4,0.0,0.0,0.0
968,0,21.9,62.0,1.0,1822.0,14.2,0.0,0.0,0.0
736,1,21.5,65.0,1.0,2000.0,14.6,0.0,0.0,0.0
437,2,21.2,66.0,0.8,2000.0,14.5,0.0,0.0,0.0
304,3,20.9,68.0,1.7,2000.0,14.7,0.0,0.0,0.0
240,4,20.7,69.0,1.3,2000.0,14.8,0.0,0.0,0.0
248,5,20.5,70.0,1.2,2000.0,14.8,0.0,0.0,0.0
655,6,20.3,71.0,1.6,2000.0,14.8,0.0,0.0,0.0
1448,7,20.5,69.0,1.4,2000.0,14.6,0.03,0.0,0.0
2329,8,20.9,68.0,1.3,2000.0,14.7,0.18,0.0,0.0
1322,9,21.8,64.0,1.6,2000.0,14.6,0.52,0.0,0.0
915,10,22.7,61.0,0.9,2000.0,14.7,0.82,0.0,0.0
972,11,23.5,61.0,1.2,2000.0,15.5,0.95,0.0,0.0
1119,12,24.3,59.0,1.5,2000.0,15.7,1.12,0.0,0.0
1014,13,25.1,56.0,2.0,1964.0,15.6,1.41,0.0,0.0
1097,14,27.2,49.0,1.5,1945.0,15.5,2.54,0.0,0.0
1200,15,27.8,49.0,1.4,1963.0,16.1,1.97,0.0,0.0
1436,16,28.2,48.0,1.4,1995.0,16.1,1.7,0.0,0.0
2021,17,27.9,51.0,1.4,2000.0,16.8,1.19,0.0,0.0
3146,18,26.7,56.0,1.8,2000.0,17.1,0.47,0.0,0.0
2365,19,25.4,61.0,0.6,2000.0,17.3,0.03,0.0,0.0
2003,20,24.6,62.0,0.9,2000.0,16.8,0.0,0.0,0.0
2000,21,23.8,67.0,0.6,2000.0,17.2,0.0,0.0,0.0
1713,22,22.8,70.0,1.0,2000.0,17.0,0.0,0.0,0.0
1303,23,22.4,73.0,0.3,1980.0,17.3,0.0,0.0,0.0
886,0,20.1,58.0,0.3,2000.0,11.5,0.0,0.0,0.0
761,1,20.0,59.0,1.1,1999.0,11.7,0.0,0.0,0.0
524,2,19.9,64.0,1.5,1755.0,12.8,0.0,0.0,0.0
294,3,19.6,72.0,1.7,1140.0,14.4,0.0,0.0,0.0
241,4,19.6,74.0,1.4,847.0,14.8,0.0,0.0,0.0
137,5,19.5,74.0,1.8,1421.0,14.7,0.0,0.0,0.0
47,6,18.8,85.0,1.4,412.0,16.2,0.0,0.5,0.0
130,7,18.0,95.0,1.6,375.0,17.1,0.0,1.5,0.0
299,8,18.0,91.0,1.3,896.0,16.5,0.11,0.5,0.0
89,9,18.2,93.0,1.4,572.0,17.0,0.18,1.0,0.0
87,10,18.4,91.0,1.2,394.0,16.8,0.25,0.5,0.0
111,11,18.8,95.0,1.5,597.0,17.9,0.46,0.0,0.0
180,12,19.0,91.0,1.7,965.0,17.4,0.67,0.5,0.0
301,13,18.9,89.0,2.6,586.0,17.0,0.58,0.0,0.0
573,14,19.3,83.0,2.3,2000.0,16.3,0.83,0.5,0.0
696,15,19.4,79.0,1.4,2000.0,15.6,0.33,0.0,0.0
912,16,19.5,75.0,2.1,2000.0,14.9,0.38,0.0,0.0
1290,17,19.3,76.0,2.1,2000.0,14.9,0.21,0.0,0.0
1786,18,19.1,77.0,2.5,2000.0,14.9,0.08,0.0,0.0
1272,19,18.9,78.0,2.2,2000.0,14.9,0.0,0.0,0.0
898,20,19.1,77.0,2.2,1834.0,14.9,0.0,0.0,0.0
784,21,18.7,84.0,2.7,1744.0,15.9,0.0,0.0,0.0
1049,22,18.4,85.0,2.1,1772.0,15.8,0.0,0.0,0.0
935,23,18.7,80.0,1.7,2000.0,15.1,0.0,0.0,0.0
770,0,16.7,50.0,1.7,2000.0,6.2,0.0,0.0,0.0
488,1,16.1,53.0,1.4,2000.0,6.5,0.0,0.0,0.0
326,2,15.7,53.0,1.4,2000.0,6.1,0.0,0.0,0.0
178,3,14.9,57.0,1.1,2000.0,6.4,0.0,0.0,0.0
151,4,14.4,58.0,1.1,2000.0,6.2,0.0,0.0,0.0
207,5,13.9,60.0,0.6,2000.0,6.2,0.0,0.0,0.0
589,6,13.4,61.0,0.8,2000.0,6.0,0.0,0.0,0.0
1364,7,13.2,60.0,0.5,2000.0,5.5,0.02,0.0,0.0
2129,8,14.8,51.0,1.1,2000.0,4.7,0.59,0.0,0.0
1120,9,17.7,48.0,1.5,2000.0,6.5,1.3,0.0,0.0
907,10,19.9,47.0,1.8,1989.0,8.2,1.93,0.0,0.0
1019,11,21.3,43.0,1.7,1998.0,8.2,2.42,0.0,0.0
1189,12,23.2,42.0,1.4,2000.0,9.5,2.73,0.0,0.0
1191,13,23.0,39.0,1.7,2000.0,8.2,2.28,0.0,0.0
1305,14,24.6,34.0,1.5,2000.0,7.6,2.74,0.0,0.0
1404,15,23.4,35.0,1.4,2000.0,7.0,1.39,0.0,0.0
1636,16,23.6,31.0,1.1,2000.0,5.4,1.37,0.0,0.0
2189,17,24.3,31.0,1.5,2000.0,6.0,1.17,0.0,0.0
3154,18,22.5,38.0,0.8,2000.0,7.4,0.31,0.0,0.0
2422,19,20.6,44.0,0.7,2000.0,7.9,0.01,0.0,0.0
2098,20,19.5,47.0,1.2,2000.0,7.8,0.0,0.0,0.0
1930,21,18.7,48.0,1.3,2000.0,7.4,0.0,0.0,0.0
1801,22,17.9,50.0,1.0,2000.0,7.3,0.0,0.0,0.0
1222,23,17.7,51.0,1.4,2000.0,7.4,0.0,0.0,0.0
973,0,19.0,64.0,1.9,2000.0,12.0,0.0,0.0,0.0
735,1,18.6,66.0,1.7,2000.0,12.1,0.0,0.0,0.0
515,2,18.2,64.0,2.0,2000.0,11.2,0.0,0.0,0.0
329,3,18.0,61.0,1.8,2000.0,10.3,0.0,0.0,0.0
221,4,17.7,57.0,1.3,2000.0,9.0,0.0,0.0,0.0
223,5,17.6,57.0,1.1,2000.0,8.9,0.0,0.0,0.0
531,6,17.7,55.0,1.5,2000.0,8.5,0.0,0.0,0.0
282,7,17.7,56.0,1.3,2000.0,8.8,0.0,0.0,0.0
208,8,16.9,72.0,1.3,2000.0,11.8,0.04,0.3,0.0
47,9,16.3,85.0,1.8,942.0,13.7,0.13,1.2,0.0
33,10,15.8,89.0,1.8,742.0,13.9,0.18,1.5,0.0
29,11,16.1,89.0,2.4,1112.0,14.2,0.4,1.5,0.0
23,12,16.6,90.0,1.7,518.0,14.9,0.51,2.0,0.0
22,13,16.9,95.0,1.6,325.0,16.0,0.48,4.0,0.0
17,14,17.2,95.0,1.6,553.0,16.3,0.48,2.5,0.0
8,15,17.2,96.0,0.6,213.0,16.5,0.26,4.0,0.0
28,16,17.1,97.0,1.7,382.0,16.6,0.15,6.0,0.0
66,17,16.9,97.0,2.1,728.0,16.4,0.08,5.5,0.0
74,18,16.7,96.0,1.6,1461.0,16.0,0.03,1.0,0.0
55,19,16.6,96.0,2.4,1072.0,15.9,0.0,1.5,0.0
44,20,16.5,96.0,2.7,1047.0,15.8,0.0,1.0,0.0
32,21,16.5,96.0,2.2,963.0,15.8,0.0,1.5,0.0
23,22,16.2,92.0,2.6,1771.0,14.8,0.0,1.5,0.0
4,23,16.3,91.0,1.8,1811.0,14.8,0.0,0.5,0.0
694,0,9.2,64.0,0.7,2000.0,2.7,0.0,0.0,0.0
579,1,9.0,66.0,0.7,2000.0,2.9,0.0,0.0,0.0
385,2,8.7,71.0,0.8,2000.0,3.7,0.0,0.0,0.0
244,3,8.6,74.0,0.6,1985.0,4.2,0.0,0.0,0.0
165,4,8.1,78.0,0.6,2000.0,4.4,0.0,0.0,0.0
185,5,7.8,81.0,1.1,2000.0,4.7,0.0,0.0,0.0
458,6,7.6,82.0,0.3,1933.0,4.7,0.0,0.0,0.0
1191,7,7.7,81.0,0.4,1992.0,4.6,0.0,0.0,0.0
2154,8,8.5,77.0,0.5,1995.0,4.6,0.21,0.0,0.0
1165,9,10.9,60.0,0.9,1997.0,3.4,0.93,0.0,0.0
864,10,13.7,57.0,1.2,2000.0,5.3,1.33,0.0,0.0
917,11,15.0,52.0,1.4,2000.0,5.2,1.5,0.0,0.0
1132,12,16.8,50.0,1.6,2000.0,6.3,1.94,0.0,0.0
1152,13,18.1,43.0,2.2,2000.0,5.3,2.3,0.0,0.0
1122,14,18.7,39.0,1.3,2000.0,4.4,1.66,0.0,0.0
1203,15,19.0,38.0,1.9,2000.0,4.3,1.72,0.0,0.0
1473,16,18.5,40.0,1.8,2000.0,4.6,1.28,0.0,0.0
1804,17,16.9,44.0,1.6,2000.0,4.5,0.44,0.0,0.0
2499,18,15.7,45.0,2.5,2000.0,3.7,0.06,0.0,0.0
1878,19,14.9,49.0,2.1,2000.0,4.2,0.0,0.0,0.0
1528,20,13.8,56.0,1.9,2000.0,5.1,0.0,0.0,0.0
1466,21,12.6,60.0,0.5,2000.0,5.0,0.0,0.0,0.0
1302,22,11.6,61.0,0.2,2000.0,4.3,0.0,0.0,0.0
944,23,10.9,64.0,0.2,2000.0,4.3,0.0,0.0,0.0
729,0,10.5,75.0,0.3,1800.0,6.2,0.0,0.0,0.0
572,1,10.0,78.0,0.4,1669.0,6.3,0.0,0.0,0.0
421,2,9.1,79.0,0.5,1625.0,5.6,0.0,0.0,0.0
